.036789943,.91476572
.0059732879,1.1836128
.0091779875,.99638653
.0040275226,.68772227
.023769399,1.1048512
.0033655493,1.1572363
.0010809116,1.3684201
.010002214,1.3427079
.012765748,.92881697
.0038192887,1.266674
.006729722,.71405417
.0016650329,.81441641
.0085928161,.98082924
.0035661976,.97818327
.0053966427,1.3201534
.0027714211,.62957144
.0067222579,.80300581
.014965846,.22652653
.0043395059,1.2437614
.0034394946,1.1788484
.00073126343,1.0153695
.00022641258,1.2773217
.0031663598,1.1484315
.0055830996,1.1199646
.019572554,1.0409951
.00015018218,1.0631884
.00053636788,1.6760859
.0027061603,.96067548
.0052417605,1.3195664
.0041339016,1.4791794
.0020451804,1.147651
.0049096919,1.113799
.0020993901,1.5514066
.0015294412,1.2158781
.0096539138,1.5027467
.0068689315,1.2389532
.0062212758,.93744916
.0059645278,.80192554
.013938827,.79535657
.0029550868,.79665488
.00055267016,1.2497696
.010873631,1.1940495
.0022081803,1.4503493
.00031605264,
.075461932,.49505246
.0044738399,.69736964
.028536722,.77813643
.0039342572,.77142882
.01091965,1.2429591
.0033623746,.69151008
.0053300201,1.1276895
.049635477,.92569286
.017050078,.7764523
.01091043,1.1478395
.0010960986,.91908282
.0068588126,.40471432
.0044211172,.96857077
.033233915,1.2131565
.0077544786,.93048602
.0014411276,.98209167
.00050384516,1.3016237
.0024087583,.70572811
.003414942,.60979217
.010902503,1.0538391
.0013658575,1.5827204
.0026444192,1.0780686
.020999331,.91322893
.013134629,.87993908
.0099912351,1.3386139
.0020034993,.87400252
.0077965735,1.4795671
.0050799763,1.2171324
.014536706,1.1407548
.0023572021,.59496987
.009607573,1.1051613
.003937521,.82432133
.00080394093,1.0068892
.0088693351,.97591203
.012573836,1.1121029
.006420346,1.2516311
.0046454929,1.145281
.00021647601,.91606718
.0037367635,1.0962127
.0019913274,1.5000269
.0005730376,.95537293
.0020055706,.57042915
.0057295128,1.3329668
.0078036459,.9020673
.016103763,.89095658
.0054090442,.94389439
.011221103,.88002247
.0035148757,.88082367
.0013253482,.67318493
.0032070563,1.1029453
.0088682622,.76987773
.01059808,1.0291787
.014240671,.74535555
.010371333,.68169188
.009476183,1.0249419
.011062085,.88034171
.0028525721,1.4407747
.0028833465,.94031626
.0010783591,1.1567752
.070684932,.42833471
.005036524,1.2458161
.026392343,.92180914
.0037399991,.76581663
.0017066954,1.1015782
.0023979165,.73367429
.036384188,.61757404
.0015637599,.63992953
.0009065654,1.2172318
.00013225788,1.2740066
.016593054,.94673407
.0025841631,1.0074788
.00024345148,1.2850237
.0017009384,.96433765
.0024002043,1.1548455
.0037010671,.98541707
